session_year,session_name,session_id,bill_number,title,description,status,status_desc,last_action,last_action_date,url,state_link,matched_keywords
2022,2022 Regular Session,1918,,"Right to counsel; target of investigation, accused appearing without counsel.","Right to counsel; target of investigation. Provides that whenever a person is informed in writing by the attorney for the Commonwealth, the Attorney General, or counsel or special counsel for a multi-jurisdiction grand jury or special grand jury that he is the target of a criminal investigation for a criminal offense, the penalty for which may be confinement in the state correctional facility or jail, including charges for revocation of suspension of imposition or execution of sentence or probation, that target may present the written target letter to the clerk of the circuit court to set a hearing for the circuit court to inform him of his right to counsel and provide the target a reasonably opportunity to employ counsel, or if appropriate, execute a statement of indigence. The bill provides that the target letter, statement of indigence, other documents, and proceedings shall be sealed until such time as the target is charged with a criminal offense related to the target letter or until good cause is shown that they be unsealed.",1,,Left in Courts of Justice,2022-02-15,https://legiscan.com/VA/bill/HB1292/2022,,pension
2022,2022 Regular Session,1918,,Russia; boycott of goods and services.,Russia; boycott of goods and services. Encouraging all residents of the Commonwealth of Virginia to boycott all goods and services originating in Russia.,4,,Bill text as passed House (HR71ER),2022-03-03,https://legiscan.com/VA/bill/HR71/2022,,aging
2022,2022 Regular Session,1918,,Public education; Department of Education to study purpose and goals.,"Study; Department of Education; purpose and goals of public education; report. Requests that the Department of Education study the purpose and goals of public education by encouraging input from the citizens of the Commonwealth, including parents, teachers, school administrators, and local school board members, to clarify (i) the broader purpose of public education in light of the fundamental goal of public education, as expressed by the General Assembly and the Board of Education, and (ii) the specific measurable outcomes that education laws, regulations, policies, and practices should help to achieve in order to further such broader purpose and such fundamental goal.  Study; Department of Education; purpose and goals of public education; report. Requests that the Department of Education study the purpose and goals of public education by encouraging input from the citizens of the Commonwealth, including parents, teachers, school administrators, and local school board members, to clarify (i) the broader purpose of public education in light of the fundamental goal of public education, as expressed by the General Assembly and the Board of Education, and (ii) the specific measurable outcomes that education laws, regulations, policies, and practices should help to achieve in order to further such broader purpose and such fundamental goal.",1,,Left in Rules,2022-02-15,https://legiscan.com/VA/bill/HJR19/2022,,aging
2022,2022 Regular Session,1918,,"Celebrating the life of Senior Master Sergeant James Thomas Reynolds, Sr., USAF, Ret.","Celebrating the life of Senior Master Sergeant James Thomas Reynolds, Sr., USAF, Ret.",4,,Bill text as passed House and Senate (HJ219ER),2022-02-24,https://legiscan.com/VA/bill/HJR219/2022,,senior
2022,2022 Regular Session,1918,,Commending the Local Office on Aging.,Commending the Local Office on Aging.,4,,Bill text as passed House and Senate (HJ392ER),2022-03-10,https://legiscan.com/VA/bill/HJR392/2022,,aging
2022,2022 Regular Session,1918,,Law-enforcement officers; exemption from certain training requirements.,"Employment of retired law-enforcement officers; exemption from certain training requirements. Provides that the Director of the Department of Criminal Justice Services shall exempt a law-enforcement officer who has demonstrated sensitivity to cultural diversity issues, had previous experience and training as a law-enforcement officer, is currently receiving or is eligible to receive a service retirement allowance, and has a break in service of no longer than 60 calendar months between retirement and new employment as a law-enforcement officer from the mandatory attendance of all courses that are required for the successful completion of the compulsory minimum training standards established by the Criminal Justice Services Board. Employment of retired law-enforcement officers; exemption from certain training requirements. Provides that the Director of the Department of Criminal Justice Services shall exempt a law-enforcement officer who has demonstrated sensitivity to cultural diversity issues, had previous experience and training as a law-enforcement officer, is currently receiving or is eligible to receive a service retirement allowance, and has a break in service of no longer than 60 calendar months between retirement and new employment as a law-enforcement officer from the mandatory attendance of all courses that are required for the successful completion of the compulsory minimum training standards established by the Criminal Justice Services Board.",4,,Governor: Acts of Assembly Chapter text (CHAP0704),2022-04-27,https://legiscan.com/VA/bill/SB17/2022,,retirement
2022,2022 Regular Session,1918,,Virginia Retirement System; retired law-enforcement officers employed as school security officers.,"Virginia Retirement System; retired law-enforcement officers employed as school security officers. Provides that if a retired law-enforcement officer was employed by a local school division as a school security officer on January 1, 2020, and had a bona fide break in service of at least one month between retirement and employment as a school security officer, such person is not required to establish a 12-month break in service that would otherwise be required by law.",1,,Passed by indefinitely in Finance and Appropriations (11-Y 5-N),2022-02-01,https://legiscan.com/VA/bill/SB18/2022,,retirement
2022,2022 Regular Session,1918,,"Assisted living facilities; involuntary discharge, safeguards for residents.","Assisted living facilities; involuntary discharge. Requires that regulations of the Board of Social Services regarding involuntary discharges of residents from assisted living facilities provide certain safeguards for residents, including a description of the reasons for which a resident may be involuntarily discharged, certain notice requirements, a requirement that the facility make reasonable efforts to resolve any issues upon which the discharge is based, and the provision of information regarding the resident's right to appeal the facility's decision to discharge the resident.  Assisted living facilities; involuntary discharge. Requires that regulations of the Board of Social Services regarding involuntary discharges of residents from assisted living facilities provide certain safeguards for residents, including a description of the reasons for which a resident may be involuntarily discharged, certain notice requirements, a requirement that the facility make reasonable efforts to resolve any issues upon which the discharge is based, and the provision of information regarding the resident's right to appeal the facility's decision to discharge the resident.",4,,Governor: Acts of Assembly Chapter text (CHAP0706),2022-04-27,https://legiscan.com/VA/bill/SB40/2022,,assisted living
2022,2022 Regular Session,1918,,Health insurance wellness programs; encouraging individuals to receive COVID-19 vaccine.,Health insurance wellness programs; COVID-19 vaccine. Provides that a wellness program provided by a health carrier is provided at the employer's discretion and may include a program that provides a reward or assesses a surcharge to encourage individuals to receive a vaccine for the prevention of COVID-19.  Health insurance wellness programs; COVID-19 vaccine. Provides that a wellness program provided by a health carrier is provided at the employer's discretion and may include a program that provides a reward or assesses a surcharge to encourage individuals to receive a vaccine for the prevention of COVID-19.,2,,Left in Commerce and Energy,2022-03-08,https://legiscan.com/VA/bill/SB42/2022,,aging
2022,2022 Regular Session,1918,,Virginia Residential Landlord and Tenant Act; county and city enforcement.,"Virginia Residential Landlord and Tenant Act; county and city enforcement. Provides that any county or city may bring an action to enforce the provisions of the Virginia Residential Landlord and Tenant Act related to health and safety, provided that (i) the property where the violations occurred is within the jurisdictional boundaries of the county or city; (ii) the county or city has notified the landlord who owns the property directly or through the managing agent of the nature of the violations and the landlord has not remedied the violations within a reasonable time after receiving such notice to the satisfaction of the county or city; and (iii) such enforcement action may include seeking an injunction, damages, or both.",1,,Stricken at request of Patron in General Laws and Technology (15-Y 0-N),2022-02-02,https://legiscan.com/VA/bill/SB43/2022,,aging
2022,2022 Regular Session,1918,,"Aging, Commonwealth Council on; required to submit an annual report.","Commonwealth Council on Aging; reports. Requires the Commonwealth Council on Aging to submit to the Governor, General Assembly, and Department for Aging and Rehabilitative Services by October 1 of each year an electronic report regarding the activities and recommendations of the Council.",4,,Governor: Acts of Assembly Chapter text (CHAP0533),2022-04-11,https://legiscan.com/VA/bill/SB48/2022,,aging
2022,2022 Regular Session,1918,,Virginia Retirement System; employer contributions.,"Virginia Retirement System; employer contributions. Separates the employer contribution for Virginia Retirement System (VRS) employers participating in the Hybrid Retirement Plan into defined benefit and defined contribution components. The bill requires the Board of Trustees of VRS to certify to each employer their defined benefit contribution rate and to provide to each employer their estimated defined contribution amounts.  Virginia Retirement System; employer contributions. Separates the employer contribution for Virginia Retirement System (VRS) employers participating in the Hybrid Retirement Plan into defined benefit and defined contribution components. The bill requires the Board of Trustees of VRS to certify to each employer their defined benefit contribution rate and to provide to each employer their estimated defined contribution amounts.  Under current law, VRS is required to determine a single combined employer contribution rate that includes both the defined benefit and defined contribution provisions. Employer contributions are then applied first to the defined contribution component of the hybrid retirement program, with the remainder applied to the defined benefit component.  The substantive provisions of the bill have a delayed effective date of July 1, 2024. However, the bill directs VRS to make the preparations necessary for full implementation of the bill beginning July 1, 2022.",4,,Governor: Acts of Assembly Chapter text (CHAP0229),2022-04-08,https://legiscan.com/VA/bill/SB70/2022,,retirement
2022,2022 Regular Session,1918,,Judicial retirement; increases mandatory age from 73 to 75.,Mandatory judicial retirement age. Increases the mandatory judicial retirement age from 73 to 75. This increase in mandatory retirement age includes judges subject to mandatory retirement during the 2022 Regular Session of the General Assembly and allows any sitting judge who has attained age 73 and has submitted a notice of retirement but not yet retired to revoke the notice of retirement by written request. The bill requires the revocation of any certification of need to fill the vacancy determined by the Judicial Council or Committee on District Courts based on the original notice of retirement if a written request to revoke the notice of retirement is submitted by the judge. The bill contains an emergency clause.,1,,Passed by indefinitely in Judiciary (12-Y 3-N),2022-01-19,https://legiscan.com/VA/bill/SB83/2022,,retirement
2022,2022 Regular Session,1918,,"Public health emergency; hospital or nursing home, addition of beds.","Public health emergency; hospital or nursing home; addition of beds. Creates an exemption from the requirement for a certificate of public need or a license for the temporary addition of beds located in a temporary structure or satellite location by a hospital or nursing home in cases in which the Board of Health or the Commissioner of Health (the Commissioner) has entered an emergency order for the purpose of suppressing a nuisance dangerous to public health or a communicable, contagious, or infectious disease or other danger to the public life and health and provides that such exemption shall apply for the duration of the emergency order plus 30 days. The bill also expands the duration of the existing exemption from the requirement for a certificate of public need or a license for the addition of temporary beds when the Commissioner has determined that a natural or man-made disaster has caused the evacuation of a hospital or nursing home and that a public health emergency exists due to a shortage of hospital or nursing home beds to the duration of such determination plus 30 days and makes clear that such exemption shall apply to the temporary addition of beds located in a temporary structure or satellite location by a hospital or nursing home.",4,,Governor: Acts of Assembly Chapter text (CHAP0712),2022-04-27,https://legiscan.com/VA/bill/SB130/2022,,nursing home
2022,2022 Regular Session,1918,,"Voter registration; verification of social security numbers, provisional registration status.","Voter registration; verification of social security Voter registration; verification of social security numbers; provisional registration status. Requires the general registrars to verify that the name, date of birth, and social security number provided by an applicant on the voter registration application match the information on file in the Social Security Administration database or other database approved by the State Board of Elections (the State Board) before registering such applicant. If the information provided by the applicant does not match the information in such database, the applicant (i) is provisionally registered to vote and notified as to what steps are needed to be fully registered to vote and (ii) is permitted to vote by provisional ballot but such ballot shall not be counted until the voter presents certain information. The bill also requires the general registrars to verify annually no later than August 1 that the name, date of birth, and social security number in the registration record of each registered voter in the registrar's jurisdiction match the information on file with the Social Security Administration or other database approved by the State Board and, in accordance with current law, to initiate the cancellation of the registration of any voter whose registration record information does not match the database information. The State Board is authorized to approve the use of any government database to the extent required to enable each general registrar to carry out the provisions of this bill and to promulgate rules for the use of such database. The Department of Elections is required to provide to the general registrars access to the Social Security Administration database and any other database approved by the State Board. The Department of Elections is further required to enter into any agreement with any federal or state agency to facilitate such access. The bill has a delayed effective date of July 1, 2024.",1,,Passed by indefinitely in Privileges and Elections (9-Y 6-N),2022-01-18,https://legiscan.com/VA/bill/SB162/2022,,social security
2022,2022 Regular Session,1918,,"Practical nurses, licensed; authority to pronounce death for a patient in hospice, etc.","Licensed practical nurses; authority to pronounce death. Extends to licensed practical nurses the authority to pronounce the death of a patient in hospice, provided that certain conditions are met. Current law provides that physicians, registered nurses, and physician assistants may pronounce death.  Licensed practical nurses; authority to pronounce death. Extends to licensed practical nurses the authority to pronounce the death of a patient in hospice, provided that certain conditions are met. Current law provides that physicians, registered nurses, and physician assistants may pronounce death.",4,,Governor: Acts of Assembly Chapter text (CHAP0198),2022-04-07,https://legiscan.com/VA/bill/SB169/2022,,hospice
2022,2022 Regular Session,1918,,"Virginia Human Rights Act; employee safety, definition changes.","Virginia Human Rights Act; employee safety; definition changes. Amends the definitions of ""domestic worker"" to exclude babysitters, nannies, caretakers, home health aides, and personal care aids; ""employer"" to one who employs at least three persons; and ""domestic service"" to exclude services performed by companions.",1,,Passed by indefinitely in General Laws and Technology (8-Y 7-N),2022-01-26,https://legiscan.com/VA/bill/SB179/2022,,home health
2022,2022 Regular Session,1918,,"Insurance; public adjusters, standards of conduct.","Insurance; public adjusters; standards of conduct. Prohibits a public adjuster from engaging in any activity that may reasonably be construed as a conflict of interest, including soliciting or accepting any remuneration of any kind or nature, directly or indirectly, except as set forth in a public adjusting contract with an insured. Additionally, the bill provides that for the purposes of the prohibition on a public adjuster having a financial interest in an insured's claim, ""financial interest"" includes participation by a public adjuster, directly or indirectly, in the reconstruction, repair, or restoration of damaged property that is the subject of a claim adjusted by that public adjuster. The bill contains technical amendments.",4,,Governor: Acts of Assembly Chapter text (CHAP0188),2022-04-07,https://legiscan.com/VA/bill/SB194/2022,,aging
2022,2022 Regular Session,1918,,"Hospitals; financial assistance for uninsured patient, payment plans.","Hospitals; financial assistance; payment plans. Requires hospitals to make reasonable efforts to screen every uninsured patient, defined in the bill, to determine whether the individual is eligible for medical assistance pursuant to the state plan for medical assistance or for financial assistance under the hospital's financial assistance policy and to inform every uninsured patient who receives services at the hospital and who is determined to be eligible for assistance under the hospital's financial assistance policy of the option to enter into a payment plan with the hospital. The bill also prohibits hospitals from engaging in extraordinary collection actions to recover a debt for medical services against any patient unless the hospital has made all reasonable efforts to determine whether the patient qualifies for medical assistance pursuant to the state plan for medical assistance or is eligible for financial assistance under the hospital's financial assistance policy and requires hospitals to annually report data and information regarding the amount of charity care, discounted care, and financial assistance provided under the hospital's financial assistance policy and the amount of uncollected bad debt.",4,,Governor: Acts of Assembly Chapter text (CHAP0679),2022-04-11,https://legiscan.com/VA/bill/SB201/2022,,aging
2022,2022 Regular Session,1918,,Certificate of public need; expedited review process for certain projects.,"Certificate of public need; expedited review process. Requires the Department of Health to establish an expedited review process for certain projects involving addition of imaging equipment, addition of a new ambulatory or outpatient surgery center, addition of operating rooms at an existing ambulatory or outpatient surgery center, and addition of psychiatric beds or conversion of existing beds at a medical care facility to psychiatric beds and requires the Board of Health to include in regulations governing the certificate of public need program a provision for the development of review criteria and standards for specific medical care facilities and health care services for each health planning region that take into account the unique needs and characteristics of such region. The bill also amends the definition of ""charity care"" and defines ""health care service"" and ""indigent.""",1,,Passed by indefinitely in Finance and Appropriations (11-Y 4-N 1-A),2022-02-08,https://legiscan.com/VA/bill/SB205/2022,,aging
2022,2022 Regular Session,1918,,"Law-enforcement officers, retired sworn; purchase of service handguns or other weapons.",Purchase of service handguns or other weapons by retired sworn law-enforcement officers. Removes the requirement that a sworn law-enforcement officer be employed in a full-time capacity at the time of his retirement to purchase his service handgun.,4,,Governor: Acts of Assembly Chapter text (CHAP0246),2022-04-08,https://legiscan.com/VA/bill/SB207/2022,,retirement
2022,2022 Regular Session,1918,,"Virginia Retirement System and local retirement systems; fossil fuel divestment, report.","Virginia Retirement System and local retirement systems; fossil fuel divestment; report. Requires the Virginia Retirement System and local retirement systems to divest from fossil fuel companies by January 1, 2027.",1,,Passed by indefinitely in Finance and Appropriations (16-Y 0-N),2022-02-10,https://legiscan.com/VA/bill/SB213/2022,,retirement
2022,2022 Regular Session,1918,,"Intercollegiate athletics; student-athletes, compensation and representation for name, image, etc.","Intercollegiate athletics; student-athletes; compensation and representation for name, image, or likeness. Establishes several parameters for the compensation and representation of a student-athlete related to the use of such student's name, image, or likeness. The bill prohibits any private institution of higher education, associate-degree-granting public institution of higher education, or baccalaureate public institution of higher education or any agent thereof; athletic association; athletic conference; or other organization with authority over intercollegiate athletics from (i) prohibiting or preventing a student-athlete from earning compensation for the use of his name, image, or likeness, except in certain circumstances enumerated in the bill; (ii) prohibiting or preventing a student-athlete from obtaining professional representation by a licensed athlete agent or legal representation by a licensed attorney in connection with issues related to name, image, or likeness; (iii) declaring a student-athlete ineligible for intercollegiate athletic competition because he earns such compensation or obtains such representation; or (iv) reducing, canceling, revoking, or not renewing an athletic scholarship because a student-athlete earns such compensation or obtains such representation. The bill establishes several other conditions and limitations relating to pre-agreement disclosures, the use of the institution's property, and the effect on employment status in connection with a student-athlete's use of his name, image, or likeness. The bill also amends the definition of ""athlete agent"" in relevant law to permit such agents to represent a student-athlete in connection with issues related to name, image, or likeness, including negotiating, securing, obtaining, arranging, and managing name, image, or likeness opportunities.",4,,Governor: Acts of Assembly Chapter text (CHAP0638),2022-04-11,https://legiscan.com/VA/bill/SB223/2022,,aging
2022,2022 Regular Session,1918,,"Misdemeanor sexual offenses where the victim is a minor; statute of limitations, penalty.","Misdemeanor sexual offenses where the victim is a minor; statute of limitations; penalty. Provides that the prosecution of the misdemeanor offense of causing or encouraging acts rendering children delinquent where the alleged adult offender has consensual sexual intercourse with a minor who is 15 years of age or older at the time of the offense shall be commenced no later than five years after the victim reaches majority provided that the alleged adult offender was more than three years older than the victim at the time of the offense. Under current law, the prosecution of such offense shall be commenced within one year after commission of the offense.  Misdemeanor sexual offenses where the victim is a minor; statute of limitations; penalty. Provides that the prosecution of the misdemeanor offense of causing or encouraging acts rendering children delinquent where the alleged adult offender has consensual sexual intercourse with a minor who is 15 years of age or older at the time of the offense shall be commenced no later than five years after the victim reaches majority provided that the alleged adult offender was more than three years older than the victim at the time of the offense. Under current law, the prosecution of such offense shall be commenced within one year after commission of the offense.",4,,Governor: Acts of Assembly Chapter text (CHAP0110),2022-04-06,https://legiscan.com/VA/bill/SB227/2022,,aging
2022,2022 Regular Session,1918,,Insurance; discrimination based on status as living organ donor prohibited.,"Insurance; discrimination based on status as living organ donor prohibited. Prohibits any person from refusing to insure, refusing to continue to insure, or limiting the amount or extent of life insurance, disability insurance, or long-term care insurance coverage available to an individual, or to charge an individual a different rate for the same coverage based solely and without any additional actuarial risks upon the status of such individual as a living organ donor. The provisions of the bill apply to life insurance, disability insurance, or long-term care insurance plans that are entered into, amended, extended, or renewed on or after January 1, 2023.",1,,Incorporated by Commerce and Labor ,2022-01-17,https://legiscan.com/VA/bill/SB242/2022,,long-term care
2022,2022 Regular Session,1918,,"Income tax, state; creates a nonrefundable tax credit for family caregivers.","Family caregiver tax credit. Creates a nonrefundable income tax credit for taxable years 2022 through 2026 for expenses incurred by an individual in caring for an eligible family member, defined in the bill, who requires assistance with one or more activities of daily living, also defined in the bill. The credit equals 50 percent of eligible expenditures incurred by the caregiver up to $1,000. In order to qualify for the credit, the family caregiver must (i) not receive any compensation or reimbursement for the eligible expenditures and (ii) have federal adjusted gross income that is no greater than $100,000 for an individual or $200,000 for married persons. The bill requires the Tax Commissioner to establish guidelines for claiming the credit and provides that any unused credit may be carried forward by the taxpayer for five taxable years following the taxable year for which the credit was issued. The bill is a recommendation of the Joint Commission on Health Care.  Family caregiver tax credit. Creates a nonrefundable income tax credit for taxable years 2022 through 2026 for expenses incurred by an individual in caring for an eligible family member, defined in the bill, who requires assistance with one or more activities of daily living, also defined in the bill. The credit equals 50 percent of eligible expenditures incurred by the caregiver up to $1,000. In order to qualify for the credit, the family caregiver must (i) not receive any compensation or reimbursement for the eligible expenditures and (ii) have federal adjusted gross income that is no greater than $100,000 for an individual or $200,000 for married persons. The bill requires the Tax Commissioner to establish guidelines for claiming the credit and provides that any unused credit may be carried forward by the taxpayer for five taxable years following the taxable year for which the credit was issued. The bill is a recommendation of the Joint Commission on Health Care.",1,,Continued to 2023 in Finance and Appropriations (16-Y 0-N),2022-02-10,https://legiscan.com/VA/bill/SB266/2022,,caregiver
2022,2022 Regular Session,1918,,Insurance; discrimination based on status as living organ donor prohibited.,"Living organ donors; discrimination prohibited. Prohibits any person from refusing to insure, refusing to continue to insure, or limiting the amount or extent of life insurance, disability insurance, or long-term care insurance coverage available to an individual or to charge an individual a different rate for the same coverage based solely and without any additional actuarial risks upon the status of such individual as a living organ donor. The provisions of the bill apply to such insurance plans that are entered into, amended, extended, or renewed on or after January 1, 2023.",5,,Senate sustained Governor's veto,2022-04-27,https://legiscan.com/VA/bill/SB271/2022,,long-term care
2022,2022 Regular Session,1918,,Absentee voting; verification by social security number or unique identifier.,Elections; absentee voting; verification by social security number or unique identifier in lieu of witness signature. Requires the State Board of Elections to promulgate regulations for providing a unique identifier to any qualified voter who lacks a social security number and provides that such unique identifier can be accepted in place of a social security number for the purposes of voting absentee. The bill makes optional the current absentee ballot witness signature requirement by giving the voter the option to provide the last four digits of the voter's social security number and the voter's date of birth in lieu of a witness signature. The bill clarifies that verification of the required voter affirmation on absentee ballots by the general registrar includes matching any date of birth and last four digits of the social security number or assigned unique identifier provided as part of the voter affirmation against the information in the voter's registration record. Elections; absentee voting; verification by social security number or unique identifier in lieu of witness signature. Requires the State Board of Elections to promulgate regulations for providing a unique identifier to any qualified voter who lacks a social security number and provides that such unique identifier can be accepted in place of a social security number for the purposes of voting absentee. The bill makes optional the current absentee ballot witness signature requirement by giving the voter the option to provide the last four digits of the voter's social security number and the voter's date of birth in lieu of a witness signature. The bill clarifies that verification of the required voter affirmation on absentee ballots by the general registrar includes matching any date of birth and last four digits of the social security number or assigned unique identifier provided as part of the voter affirmation against the information in the voter's registration record.,2,,Continued to 2022 Sp. Sess. 1 pursuant to HJR455,2022-03-12,https://legiscan.com/VA/bill/SB273/2022,,social security
2022,2022 Regular Session,1918,,Public defender; supplementing compensation.,"Supplementing compensation of public defender. Requires the governing body of any county or city that elects to supplement the compensation of the attorney for the Commonwealth, or any of his deputies or his employees, above the salary of any such officer, deputy, or employee to supplement the compensation of the public defender, or any of his deputies or employees. The bill provides that such supplemental compensation is proportional if the public defender, his deputies, and his other employees are each paid in amounts commensurate to the closest equivalent position in the local Office of the Commonwealth's Attorney, as adjusted for seniority and experience level. The bill has a delayed effective date of July 1, 2024.",1,,Incorporated by Finance and Appropriations ,2022-02-10,https://legiscan.com/VA/bill/SB282/2022,,senior
2022,2022 Regular Session,1918,,Cannabis products; retail sale by certain pharmaceutical processors & industrial hemp processors.,"Retail sale of cannabis products by certain pharmaceutical processors and industrial hemp processors; sunset. Allows certain pharmaceutical processors and industrial hemp processors to sell, under the oversight of the Board of Directors of the Virginia Cannabis Control Authority (the Board), cannabis products at retail to unregistered persons who are 21 years of age or older without the need for a written certification. The bill directs the Board to adopt and enforce regulations governing such sales that shall model certain Board of Pharmacy regulations and comply with other requirements set forth in the bill. The bill requires pharmaceutical processors and industrial hemp processors engaging in such sales to pay a $1 million fee and collect a 21 percent excise tax, both of which shall ultimately be allocated to the Virginia Cannabis Control Authority to be used to assist independent cannabis retailers located in designated rural and urban opportunity zones. The bill also requires such pharmaceutical processors and industrial hemp processors to submit and comply with a plan describing how the processor will educate consumers about responsible consumption of cannabis products and incubate independent cannabis retailers or support and educate persons that wish to participate in the cannabis market. The bill has a delayed effective date of January 1, 2023, and shall expire when pharmaceutical processors and industrial hemp processors engaging in the sale of cannabis products pursuant to the provisions of the bill are authorized by the Virginia Cannabis Control Authority to apply for and be granted licenses to cultivate, manufacture, wholesale, and sell at retail to consumers 21 years of age or older retail marijuana and retail marijuana products. Retail sale of cannabis products by certain pharmaceutical processors and industrial hemp processors; sunset. Allows certain pharmaceutical processors and industrial hemp processors to sell, under the oversight of the Board of Directors of the Virginia Cannabis Control Authority (the Board), cannabis products at retail to unregistered persons who are 21 years of age or older without the need for a written certification. The bill directs the Board to adopt and enforce regulations governing such sales that shall model certain Board of Pharmacy regulations and comply with other requirements set forth in the bill. The bill requires pharmaceutical processors and industrial hemp processors engaging in such sales to pay a $1 million fee and collect a 21 percent excise tax, both of which shall ultimately be allocated to the Virginia Cannabis Control Authority to be used to assist independent cannabis retailers located in designated rural and urban opportunity zones. The bill also requires such pharmaceutical processors and industrial hemp processors to submit and comply with a plan describing how the processor will educate consumers about responsible consumption of cannabis products and incubate independent cannabis retailers or support and educate persons that wish to participate in the cannabis market. The bill has a delayed effective date of January 1, 2023, and shall expire when pharmaceutical processors and industrial hemp processors engaging in the sale of cannabis products pursuant to the provisions of the bill are authorized by the Virginia Cannabis Control Authority to apply for and be granted licenses to cultivate, manufacture, wholesale, and sell at retail to consumers 21 years of age or older retail marijuana and retail marijuana products.",1,,Stricken from Senate calendar (38-Y 2-N),2022-02-15,https://legiscan.com/VA/bill/SB313/2022,,aging
2022,2022 Regular Session,1918,,Credit unions; activity authorized for a federally chartered credit union.,"Credit unions; activity authorized for a federally chartered credit union. Provides that a credit union has the power to engage in any activity, service, or other practice that is authorized for a federally chartered credit union and that has not otherwise been authorized for a state-chartered credit union, provided that (i) the credit union provides the State Corporation Commission with written notice at least 45 calendar days prior to engaging in any such activity, service, or practice and (ii) the credit union engages in the activity, service, or practice subject to the same terms, conditions, and limitations as applicable to a federally chartered credit union. Additionally, the bill authorizes the Commissioner of the State Corporation Commission to prohibit or restrict the activity, service, or practice at any time.",4,,Governor: Acts of Assembly Chapter text (CHAP0607),2022-04-11,https://legiscan.com/VA/bill/SB329/2022,,aging
2022,2022 Regular Session,1918,,"Certificate of public need; nursing homes, charity care.","Certificate of public need; nursing homes; charity care. Exempts nursing homes from the requirement that applicants for a certificate of public need agree to provide a specified level of charity care to indigent persons or accept patients requiring specialized care, facilitate the development and operation of primary and specialty medical care services in designated medically underserved areas of the applicant's service area, or both.  Certificate of public need; nursing homes; charity care. Exempts nursing homes from the requirement that applicants for a certificate of public need agree to provide a specified level of charity care to indigent persons or accept patients requiring specialized care, facilitate the development and operation of primary and specialty medical care services in designated medically underserved areas of the applicant's service area, or both.",1,,Stricken at request of patron in Education and Health (11-Y 0-N),2022-02-10,https://legiscan.com/VA/bill/SB336/2022,,nursing home
2022,2022 Regular Session,1918,,Electric utilities; SCC to establish for certain utilities annual energy efficiency savings targets.,"Electric utilities; energy efficiency programs. Requires the State Corporation Commission (the Commission) to establish for Dominion Energy Virginia annual energy efficiency savings targets for customers who are low-income, elderly, disabled, or veterans of military service. The bill requires the Commission, in establishing such targets, to seek to optimize energy efficiency and the health and safety benefits of utility energy efficiency programs. The bill provides that health and safety measures and improvements for the purpose of maximizing both energy savings through low-income energy efficiency programs and reducing the relative energy burden of low-income customers are in the public interest. The bill requires Dominion Energy Virginia to make best efforts to coordinate such energy efficiency programs with any health and safety upgrades provided through energy efficiency programs authorized by provisions of the Code of Virginia, when reasonably feasible to do so and at the utility's sole discretion. The provisions of the bill expire on January 1, 2029.  Electric utilities; energy efficiency programs. Requires the State Corporation Commission (the Commission) to establish for Dominion Energy Virginia annual energy efficiency savings targets for customers who are low-income, elderly, disabled, or veterans of military service. The bill requires the Commission, in establishing such targets, to seek to optimize energy efficiency and the health and safety benefits of utility energy efficiency programs. The bill provides that health and safety measures and improvements for the purpose of maximizing both energy savings through low-income energy efficiency programs and reducing the relative energy burden of low-income customers are in the public interest. The bill requires Dominion Energy Virginia to make best efforts to coordinate such energy efficiency programs with any health and safety upgrades provided through energy efficiency programs authorized by provisions of the Code of Virginia, when reasonably feasible to do so and at the utility's sole discretion. The provisions of the bill expire on January 1, 2029.",5,,Passed by for the day,2022-04-27,https://legiscan.com/VA/bill/SB347/2022,,elderly
2022,2022 Regular Session,1918,,"Division of marital property; Va. Retirement System managed defined contribution plan, etc.","Division of marital property; Virginia Retirement System managed defined contribution plan; calculation of gains and losses. Provides that if the court enters an order to distribute any Virginia Retirement System managed defined contribution plan, the Virginia Retirement System shall, if ordered by the court, calculate gains and losses from the valuation date through the date of distribution of the benefits.",4,,Governor: Acts of Assembly Chapter text (CHAP0438),2022-04-11,https://legiscan.com/VA/bill/SB349/2022,,retirement
